text,sentiment
attorneygeneral inform jury prisoner though young years old treasonable practices claimed forfeit life,negative
certain prisoner longer habit passing repassing france england secret business could give honest account,positive
virtue observed poets many passages well knew jury would word word tips tongues whereat jurys countenances displayed guilty consciousness knew nothing passages manner contagious especially bright virtue known patriotism love country,positive
lofty example immaculate unimpeachable witness crown refer however unworthily honour communicated prisoners servant engendered holy determination examine masters tabledrawers pockets secrete papers,positive
evidence two witnesses coupled documents discovering would produced would show prisoner furnished lists majestys forces disposition preparation sea land would leave doubt habitually conveyed information hostile power,negative
proof would go back five years would show prisoner already engaged pernicious missions within weeks date first action fought british troops americans,negative
attorney general concluded demanding name everything could think round turn faith solemn asseveration already considered prisoner good dead gone,negative
attorneygeneral ceased buzz arose court cloud great blueflies swarming prisoner anticipation soon become,positive
released noble bosom burden would modestly withdrawn wigged gentleman papers sitting far mr,neutral
lorry begged ask questions,neutral
wigged gentleman sitting opposite still looking ceiling court,neutral
virtuous servant roger cly swore way case great rate,positive
jarvis lorry clerk tellsons bank,neutral
certain friday night november one thousand seven hundred seventyfive business occasion travel london dover mail,positive
alight road course night,neutral
lorry look upon prisoner,negative
cannot undertake say,neutral
resemble either two passengers,neutral
wrapped night dark reserved cannot undertake say even,neutral
supposing wrapped two passengers anything bulk stature render unlikely one,neutral
least say may one,neutral
except remember like myselftimorous highwaymen prisoner timorous air,negative
ever see counterfeit timidity mr,negative
returning france days afterwards calais prisoner came board packetship returned made voyage,negative
